"id";"idade";"escolaridade";"estado_civil";"renda";"criancas_casa";"adolescentes_casa";"data_inscricao";"dias_ultima_compra";"gasto_vinhos";"gasto_frutas";"gasto_carnes";"gasto_peixes";"gasto_doces";"gastos_premium";"compras_desconto";"compras_site";"compras_catalogo";"compras_loja";"visitas_mes_site";"reclamacao";"campanha1";"campanha2";"campanha3";"campanha4";"campanha5";"campanha6"
5025;35;"Graduacao";"Solteiro";48526;1;0;"2013-12-24";32;23;17;23;43;20;9;1;2;1;4;3;0;0;0;0;0;0;0
2308;60;"Graduacao";"Casado";46734;0;1;"2012-11-18";40;110;5;137;26;23;29;2;6;1;5;7;0;0;0;0;0;0;0
5995;52;"Graduacao";"Divorciado";39552;1;1;"2012-12-18";54;165;3;147;4;24;41;7;6;2;5;8;0;0;0;0;0;0;1
6749;48;"Graduacao";"Solteiro";86358;1;1;"2012-08-08";78;957;47;494;82;47;95;4;5;3;6;8;0;0;0;0;0;0;0
1010;37;"Graduacao";"Casado";46931;2;1;"2014-04-24";94;41;0;17;3;1;16;2;1;1;3;3;0;0;0;0;0;0;0
8977;29;"Ensino Basico";"Solteiro";16581;0;0;"2013-01-12";51;1;3;4;2;3;11;1;0;0;3;4;0;0;0;0;0;0;0
4756;62;"Ensino Medio";"Divorciado";63998;0;0;"2013-12-20";42;176;29;818;0;33;112;1;7;6;11;4;0;0;0;0;0;0;1
3412;63;"Mestrado";"Casado";67381;0;1;"2013-01-15";67;815;8;53;11;0;70;4;2;2;9;7;0;0;0;0;1;0;0
606;47;"Graduacao";"Solteiro";25930;1;1;"2013-10-10";87;6;1;2;2;0;4;1;1;0;2;7;0;0;0;0;0;0;0
5961;36;"Graduacao";"Casado";42693;1;0;"2014-06-07";29;8;4;20;6;3;16;1;1;0;3;5;0;0;0;0;0;0;0
2975;38;"Graduacao";"Casado";85606;0;1;"2012-11-12";89;717;42;864;219;30;84;2;6;7;9;3;0;1;0;0;0;0;0
2894;29;"Graduacao";"Solteiro";72903;0;0;"2013-10-29";74;1067;138;750;0;19;39;1;7;5;8;4;0;1;0;0;1;1;1
7613;40;"Ensino Medio";"Casado";49669;1;0;"2014-05-24";97;166;5;107;11;8;29;2;5;1;6;6;0;0;0;0;0;0;0
10542;46;"Doutorado";"Casado";36778;1;1;"2012-08-05";63;29;4;34;2;4;4;3;3;0;3;9;0;0;0;0;0;0;0
8015;52;"Doutorado";"Divorciado";85696;0;0;"2013-05-03";88;714;76;395;116;0;12;1;4;6;9;1;0;0;0;0;0;0;1
10617;25;"Mestrado";"Divorciado";10979;0;0;"2014-05-22";34;8;4;10;2;2;4;2;3;0;3;5;0;0;0;0;0;0;0
11166;53;"Graduacao";"Casado";49678;0;1;"2013-02-02";81;229;5;56;3;2;20;2;6;2;4;7;0;0;0;0;0;0;0
849;61;"Mestrado";"Casado";56129;0;1;"2013-06-20";65;320;48;133;39;72;48;4;6;2;10;4;0;0;0;0;0;0;0
523;25;"Graduacao";"Casado";37155;1;0;"2013-01-31";51;23;0;26;7;15;3;1;2;0;4;5;0;0;0;0;0;0;0
4066;36;"Ensino Medio";"Divorciado";21282;1;0;"2014-05-11";76;1;5;8;4;8;20;2;2;1;2;6;0;0;0;0;0;0;0
8414;52;"Doutorado";"Solteiro";33419;0;1;"2013-08-17";76;56;0;12;0;0;18;2;2;0;4;7;0;0;0;0;0;0;0
819;69;"Graduacao";"Viuvo";63285;0;0;"2013-11-05";84;508;124;249;50;38;134;1;6;5;13;3;0;0;0;0;0;0;0
4961;40;"Mestrado";"Casado";21255;1;0;"2014-01-21";56;29;0;25;2;2;3;4;2;1;4;4;0;0;0;0;0;0;0
749;33;"Graduacao";"Casado";42162;1;0;"2013-11-19";31;46;7;59;2;4;27;2;3;1;3;6;0;0;0;1;0;0;1
5430;58;"Graduacao";"Casado";54450;1;1;"2012-09-14";0;454;0;171;8;19;32;12;9;2;8;8;0;0;0;0;0;0;0
7755;60;"Doutorado";"Casado";57744;0;1;"2013-11-12";91;350;3;39;0;0;19;2;9;1;4;8;0;0;0;0;0;0;0
10525;28;"Graduacao";"Solteiro";26576;1;0;"2012-10-13";40;10;0;8;0;0;9;1;1;0;2;9;0;0;0;1;0;0;1
1453;71;"Doutorado";"Viuvo";57513;0;0;"2013-07-06";59;735;40;183;52;20;30;2;9;3;13;6;0;0;0;0;0;0;0
8310;50;"Graduacao";"Casado";68142;0;1;"2012-08-29";96;897;126;196;91;112;37;3;10;4;7;6;0;0;0;0;0;0;0
10710;35;"Graduacao";"Casado";7500;0;1;"2012-08-29";61;5;2;3;3;0;5;1;1;0;2;8;0;0;0;0;0;0;0
5031;40;"Graduacao";"Casado";83145;0;0;"2012-09-22";14;777;35;731;39;137;114;1;5;9;11;2;0;0;0;0;0;1;1
2613;54;"Mestrado";"Casado";54197;0;1;"2014-04-03";16;162;6;37;6;13;13;2;1;3;6;1;0;0;0;0;0;0;0
213;51;"Doutorado";"Solteiro";23091;1;1;"2014-05-28";98;35;0;11;0;0;2;4;2;1;3;7;0;0;0;0;0;0;0
967;38;"Graduacao";"Casado";46049;1;1;"2013-07-21";11;342;9;112;19;14;19;10;5;2;9;7;0;0;0;0;0;0;1
1077;40;"Graduacao";"Casado";56715;0;0;"2012-12-05";52;258;105;239;237;172;9;1;7;3;4;4;0;0;0;0;0;0;0
7959;53;"Graduacao";"Casado";79410;0;0;"2014-05-29";19;658;80;483;123;13;13;1;3;2;5;1;0;0;0;0;0;0;0
640;63;"Graduacao";"Casado";57304;0;1;"2013-03-11";61;356;80;329;138;17;106;2;7;6;10;5;0;0;0;0;0;0;0
4252;49;"Graduacao";"Casado";44375;0;1;"2014-03-23";73;213;5;28;7;7;41;1;4;1;6;5;0;0;0;0;0;0;0
8432;58;"Graduacao";"Casado";54450;1;1;"2012-09-14";0;454;0;171;8;19;32;12;9;2;8;8;0;0;0;0;0;0;0
6218;49;"Graduacao";"Casado";59594;0;1;"2012-10-20";74;457;4;29;0;0;9;1;8;1;7;7;0;0;0;0;1;0;0
6905;20;"Graduacao";"Casado";80685;0;0;"2012-08-22";55;241;45;604;34;26;54;1;6;4;10;2;0;0;0;0;0;0;0
5922;40;"Doutorado";"Casado";40344;0;1;"2013-10-13";48;210;0;6;0;0;2;2;4;1;5;7;0;0;0;0;0;0;0
3598;42;"Graduacao";"Casado";62710;0;1;"2013-05-23";53;441;35;83;7;29;11;4;4;2;12;4;0;0;0;0;0;0;0
6116;46;"Ensino Medio";"Casado";48985;0;1;"2013-07-05";13;19;13;18;10;7;8;1;1;1;3;3;0;0;0;0;0;0;0
6263;46;"Graduacao";"Casado";35322;1;2;"2012-08-22";34;28;9;37;12;7;13;3;2;0;4;8;0;0;0;0;0;0;0
10486;66;"Graduacao";"Casado";77142;0;0;"2013-05-29";54;476;75;162;29;151;97;1;4;4;8;2;0;0;0;0;0;0;0
2410;45;"Graduacao";"Solteiro";81657;0;0;"2014-01-22";69;364;40;425;158;60;50;1;3;4;8;1;0;0;0;0;0;0;0
193;18;"Ensino Basico";"Casado";14421;0;0;"2014-02-17";81;0;0;2;3;3;8;1;1;0;2;5;0;0;0;1;0;0;0
3363;40;"Ensino Medio";"Casado";20130;0;0;"2014-03-17";99;0;6;3;7;6;12;1;1;0;3;8;0;0;0;0;0;0;0
8278;24;"Doutorado";"Casado";74214;0;0;"2012-08-26";3;863;83;547;86;99;33;1;8;2;5;5;0;0;0;0;0;0;0
10660;57;"Mestrado";"Casado";66726;1;1;"2014-01-12";61;349;7;35;0;0;47;3;8;2;4;7;0;0;0;0;1;0;0
8686;35;"Ensino Basico";"Casado";23724;1;0;"2013-01-08";65;5;23;15;0;18;14;2;2;0;3;8;0;0;0;0;0;0;0
1604;54;"Mestrado";"Casado";47353;0;1;"2013-11-13";93;184;2;19;8;8;4;3;2;2;6;5;0;0;0;0;0;0;0
5907;62;"Mestrado";"Casado";33444;1;1;"2012-11-03";24;8;0;8;0;0;2;1;1;0;2;8;0;0;0;0;0;0;0
10669;33;"Graduacao";"Casado";54386;0;1;"2013-05-17";8;277;21;64;62;21;25;2;3;2;10;3;0;0;0;0;0;0;0
2918;33;"Graduacao";"Divorciado";28510;1;1;"2013-04-13";72;44;5;19;0;4;19;3;2;0;4;5;0;0;0;0;0;0;0
5735;23;"Mestrado";"Solteiro";90638;0;0;"2014-02-13";29;1156;120;915;94;144;96;1;3;4;10;1;0;0;0;0;0;1;0
359;64;"Graduacao";"Casado";48070;0;1;"2013-01-13";33;373;14;83;6;9;19;3;8;2;6;7;1;0;0;0;0;0;0
8387;57;"Graduacao";"Casado";43140;0;1;"2013-01-05";68;134;8;76;6;0;11;1;4;1;5;6;0;0;0;0;0;0;0
1829;53;"Doutorado";"Divorciado";54959;0;1;"2013-01-19";55;1148;0;60;0;0;24;3;9;5;4;7;0;0;0;0;1;0;1
3839;56;"Ensino Basico";"Solteiro";15056;1;1;"2013-05-03";76;6;12;3;21;6;40;5;2;2;3;5;0;0;0;0;0;0;0
9392;43;"Graduacao";"Solteiro";26954;1;0;"2014-05-08";17;4;1;11;0;0;1;1;1;0;2;7;0;0;0;0;0;0;0
2292;29;"Graduacao";"Solteiro";22327;1;0;"2013-08-02";94;5;4;8;2;0;5;1;1;0;3;5;0;0;0;0;0;0;0
10466;49;"Graduacao";"Casado";44393;1;1;"2013-08-22";86;24;2;20;2;2;10;2;1;0;4;4;0;0;0;0;0;0;0
9855;62;"Doutorado";"Solteiro";62000;0;1;"2013-08-25";25;899;0;101;0;0;20;1;6;6;13;4;0;1;0;0;0;0;0
4088;52;"Doutorado";"Casado";31497;0;1;"2012-12-06";22;108;1;28;13;1;4;2;3;1;4;8;0;0;0;0;0;0;0
5231;40;"Ensino Medio";"Casado";45894;0;2;"2014-02-27";15;27;2;7;0;2;13;1;1;0;3;5;0;0;0;0;0;0;0
590;44;"Mestrado";"Divorciado";78579;0;0;"2012-12-22";35;816;66;549;216;66;99;1;5;6;4;3;0;0;0;0;0;0;1
8732;45;"Mestrado";"Viuvo";67369;0;1;"2012-11-17";81;1298;0;70;37;14;42;4;7;4;10;4;0;0;0;0;1;1;1
2315;54;"Graduacao";"Divorciado";58401;0;1;"2014-04-20";55;10;0;11;17;29;29;1;1;2;2;4;0;0;0;0;0;0;0
3515;62;"Graduacao";"Solteiro";62307;0;1;"2014-02-17";94;87;13;34;10;6;10;1;4;0;4;5;0;0;0;0;0;0;0
2245;45;"Mestrado";"Casado";43641;1;1;"2013-04-22";50;57;2;51;4;2;23;3;2;1;4;6;0;0;0;0;0;0;0
6283;46;"Mestrado";"Divorciado";63841;0;1;"2013-04-21";64;635;15;100;20;7;131;1;9;3;9;6;0;0;0;0;0;0;0
2246;49;"Ensino Medio";"Casado";46891;0;1;"2013-09-01";91;43;12;23;29;15;61;1;2;1;4;4;0;0;0;0;0;0;0
6606;45;"Mestrado";"Casado";70091;1;0;"2013-03-31";11;964;34;137;15;0;11;2;5;2;10;8;0;0;0;0;1;0;0
5545;42;"Doutorado";"Casado";78075;0;0;"2014-04-05";72;572;8;259;34;35;80;1;3;5;5;1;0;0;0;0;0;0;0
7342;53;"Ensino Medio";"Viuvo";59184;0;1;"2012-09-09";6;341;142;113;259;151;66;3;6;6;12;5;0;0;0;0;0;0;0
837;37;"Graduacao";"Casado";54809;1;1;"2013-09-11";0;63;6;57;13;13;22;4;2;1;5;4;0;0;0;0;0;0;0
9500;55;"Graduacao";"Casado";58113;0;1;"2013-01-25";66;221;104;169;102;78;84;3;9;2;8;7;1;0;0;0;0;0;0
3602;56;"Mestrado";"Casado";51412;0;1;"2013-12-31";42;140;3;29;4;5;14;2;3;2;4;4;0;0;0;0;0;0;0
234;35;"Graduacao";"Divorciado";15287;1;0;"2012-10-10";60;1;2;8;4;3;13;2;1;1;2;7;0;0;0;1;0;0;1
2995;57;"Mestrado";"Casado";66636;0;0;"2013-08-17";64;291;10;689;84;10;0;1;3;4;9;1;0;0;0;0;0;0;0
1118;58;"Mestrado";"Casado";50965;0;1;"2013-02-20";87;544;13;85;8;6;29;3;10;4;5;8;0;0;0;1;0;0;0
7789;49;"Doutorado";"Casado";84618;0;0;"2013-11-22";96;684;100;801;21;66;0;1;6;9;10;2;0;0;0;0;0;1;0
3068;24;"Graduacao";"Casado";18351;0;0;"2013-10-29";1;1;12;9;0;14;7;1;2;0;3;7;0;0;0;0;0;0;0
8955;57;"Doutorado";"Casado";40451;0;2;"2014-02-16";54;35;0;4;0;0;10;1;1;1;2;5;0;0;0;1;0;0;0
945;49;"Graduacao";"Casado";36317;0;1;"2013-05-22";53;87;3;25;3;2;13;2;3;0;4;7;0;0;0;0;0;0;0
5644;57;"Graduacao";"Casado";42213;0;1;"2013-10-12";96;309;3;24;4;3;20;2;5;1;7;7;0;0;0;0;1;0;0
7192;59;"Graduacao";"Casado";65748;0;1;"2013-04-15";58;172;73;93;95;78;34;2;2;4;10;1;1;0;0;0;0;0;0
2324;42;"Graduacao";"Casado";77044;0;1;"2013-10-27";12;625;38;242;50;34;76;2;7;11;11;4;0;0;0;1;0;0;0
697;45;"Graduacao";"Casado";74918;0;0;"2013-03-12";78;972;59;913;25;19;59;1;5;9;6;3;0;0;0;0;0;1;0
3439;42;"Graduacao";"Casado";56721;1;1;"2012-10-31";64;157;6;39;6;13;75;5;4;1;5;6;0;0;0;0;0;0;0
1506;39;"Graduacao";"Solteiro";42160;1;1;"2013-06-28";26;48;9;45;3;15;20;4;2;1;4;6;0;0;0;0;0;0;1
232;49;"Graduacao";"Solteiro";61559;0;1;"2013-07-17";8;279;83;88;32;14;34;1;4;2;10;3;0;0;0;0;0;0;0
8876;51;"Doutorado";"Casado";33629;1;1;"2012-08-08";49;132;0;16;0;0;4;5;3;1;4;9;0;0;0;0;0;0;0
4500;23;"Doutorado";"Casado";68682;0;0;"2013-10-06";56;919;0;505;99;30;45;1;4;9;10;2;0;0;0;0;0;0;0
9739;51;"Graduacao";"Solteiro";34377;0;1;"2013-01-19";55;62;0;22;3;1;26;2;2;2;2;7;0;0;0;0;0;0;0
10395;28;"Ensino Basico";"Solteiro";8940;1;0;"2012-08-22";25;1;45;3;4;6;42;3;3;1;3;8;0;0;0;0;0;0;0
1176;41;"Graduacao";"Casado";26228;1;0;"2013-09-22";50;2;6;4;3;1;9;1;1;0;2;8;0;0;0;0;0;0;0
1627;57;"Ensino Medio";"Divorciado";77297;0;0;"2013-01-26";84;408;61;109;48;122;41;1;5;7;9;4;0;1;0;0;0;0;0
938;33;"Graduacao";"Casado";40211;1;1;"2013-07-30";30;51;1;7;2;1;25;2;2;1;2;8;0;0;0;1;0;0;0
2740;56;"Doutorado";"Viuvo";33438;1;1;"2013-09-22";81;62;1;16;3;2;6;4;2;1;4;5;0;0;0;0;0;0;0
257;55;"Doutorado";"Casado";75032;0;1;"2013-04-28";74;952;12;180;47;12;12;2;5;4;9;3;0;0;0;0;0;0;0
4058;59;"Doutorado";"Solteiro";61284;0;0;"2013-10-12";76;618;15;106;20;7;45;1;11;2;8;6;0;0;0;0;1;0;0
7736;28;"Graduacao";"Casado";22518;1;0;"2012-10-22";36;11;7;12;2;2;27;2;2;1;2;5;0;0;0;1;0;0;1
8210;39;"Mestrado";"Casado";54730;0;1;"2013-08-15";64;318;3;17;4;7;56;5;4;1;8;4;0;0;0;0;0;0;0
833;59;"Mestrado";"Casado";38452;1;1;"2014-03-30";62;56;0;14;0;0;2;3;3;0;3;7;0;0;0;0;0;0;0
6230;43;"Graduacao";"Divorciado";44421;1;1;"2013-02-15";53;110;5;59;7;1;7;5;5;0;4;8;0;0;0;0;0;0;0
7325;28;"Doutorado";"Casado";38197;1;0;"2013-06-29";86;23;0;11;2;1;3;1;1;0;3;5;0;0;0;0;0;0;0
1307;36;"Graduacao";"Divorciado";41986;0;1;"2014-02-09";15;27;5;8;8;3;12;3;3;0;4;4;0;0;0;0;0;0;0
1502;31;"Graduacao";"Casado";28427;1;0;"2013-03-21";67;18;3;19;3;3;6;2;2;0;3;8;0;0;0;0;0;0;0
6211;38;"Doutorado";"Casado";37395;1;0;"2014-05-02";47;18;0;9;0;1;11;1;1;0;3;6;0;0;0;0;0;0;0
843;43;"Graduacao";"Casado";64722;1;0;"2014-05-26";47;303;0;280;60;147;15;4;8;2;11;6;0;0;0;0;0;0;0
4174;58;"Mestrado";"Casado";55249;0;1;"2014-04-17";81;97;1;19;2;0;11;1;2;1;4;3;0;0;0;0;0;0;0
9757;42;"Graduacao";"Casado";84906;0;0;"2013-10-04";98;997;15;414;99;30;76;1;5;6;12;2;0;0;1;0;1;1;0
6918;25;"Graduacao";"Casado";28691;1;0;"2013-07-04";56;5;4;13;8;0;4;1;1;0;3;8;0;0;0;0;0;0;0
286;62;"Graduacao";"Solteiro";44213;1;1;"2013-11-29";48;95;11;35;0;4;7;4;2;1;5;6;0;0;0;0;0;0;0
11086;30;"Ensino Basico";"Solteiro";25707;1;0;"2014-01-18";18;1;6;2;3;6;3;1;1;0;3;7;0;0;0;0;0;0;0
1921;47;"Doutorado";"Casado";59062;2;1;"2013-10-03";74;46;1;12;3;0;9;2;2;0;3;4;0;0;0;0;0;0;0
4138;52;"Graduacao";"Solteiro";76624;0;1;"2014-05-24";68;411;106;147;54;115;66;1;5;10;7;1;0;0;0;1;0;0;0
7718;67;"Mestrado";"Casado";66000;0;0;"2014-04-20";36;244;51;270;101;0;45;1;1;3;5;1;0;0;0;0;0;0;0
1291;36;"Doutorado";"Casado";27683;1;0;"2012-08-04";90;152;9;121;12;12;45;4;6;2;4;8;0;0;0;0;0;0;0
6862;43;"Graduacao";"Divorciado";1730;0;0;"2014-05-18";65;1;1;3;1;1;1;15;0;0;0;20;0;0;0;0;0;0;0
4136;22;"Ensino Basico";"Solteiro";7500;1;0;"2012-12-03";63;10;17;18;8;26;40;4;3;2;2;9;0;0;0;0;0;0;0
803;46;"Graduacao";"Casado";40521;1;1;"2013-04-05";82;12;0;5;0;0;4;1;0;1;2;5;0;0;0;0;0;0;0
4298;41;"Doutorado";"Casado";20427;1;0;"2014-03-24";63;5;0;4;0;0;1;1;1;0;2;8;0;0;0;0;0;0;0
10833;39;"Graduacao";"Casado";65106;0;1;"2014-05-24";55;790;19;133;12;0;19;3;8;3;13;6;0;0;0;0;1;0;0
9606;49;"Doutorado";"Casado";69969;0;0;"2013-08-27";64;882;29;514;38;29;44;1;4;2;6;3;0;1;0;0;0;1;1
8534;62;"Graduacao";"Casado";67433;0;2;"2013-07-16";51;615;28;259;12;48;30;4;6;5;13;4;0;0;0;0;1;0;0
5153;47;"Doutorado";"Casado";77766;0;1;"2013-02-22";97;1004;59;265;115;59;27;2;11;10;11;6;0;0;0;1;0;0;1
961;42;"Graduacao";"Casado";74716;0;1;"2013-09-12";92;133;27;421;13;195;71;2;7;3;5;4;0;0;0;0;0;0;0
5011;51;"Graduacao";"Divorciado";68118;0;1;"2013-10-18";51;595;23;123;10;23;154;2;8;9;4;6;0;0;0;0;0;0;0
6653;44;"Doutorado";"Casado";55158;1;1;"2012-07-30";72;293;0;87;4;11;23;4;7;2;5;7;0;0;0;0;0;0;1
9094;59;"Ensino Medio";"Casado";62972;0;1;"2012-08-03";39;313;15;47;20;0;192;2;7;4;3;6;0;0;0;0;0;0;1
810;39;"Graduacao";"Casado";74190;0;1;"2014-05-12";49;151;81;86;168;91;64;2;4;2;11;2;0;0;0;0;0;0;0
5493;38;"Graduacao";"Casado";39356;1;1;"2014-03-19";21;15;0;2;0;0;6;1;1;0;2;6;0;0;0;1;0;0;0
2147;45;"Graduacao";"Casado";76653;0;0;"2013-08-16";91;736;63;946;219;189;126;1;4;7;11;2;0;1;0;0;0;1;0
5107;41;"Doutorado";"Divorciado";35860;1;1;"2014-05-19";37;15;0;8;4;2;20;2;1;1;2;5;0;0;0;1;0;0;0
3979;31;"Doutorado";"Divorciado";90687;0;0;"2013-05-22";98;982;17;672;23;34;51;1;6;2;8;2;0;0;0;0;0;1;1
6049;32;"Mestrado";"Casado";73450;0;0;"2013-12-05";85;1142;51;415;90;69;37;1;7;8;11;3;0;1;0;1;0;0;0
8147;54;"Graduacao";"Casado";31454;1;1;"2013-07-06";40;28;0;11;0;0;9;3;2;0;3;8;0;0;0;0;0;0;0
1857;62;"Graduacao";"Solteiro";47139;1;1;"2014-03-06";2;46;0;12;0;2;23;2;2;1;2;7;0;0;0;0;0;0;1
3910;39;"Graduacao";"Divorciado";83829;0;0;"2013-10-08";78;897;161;430;186;161;27;0;4;7;6;1;0;1;0;1;0;1;1
5207;51;"Doutorado";"Casado";53378;1;1;"2012-09-24";41;489;6;152;8;6;132;10;9;4;6;8;0;0;0;0;0;0;1
11114;44;"Graduacao";"Casado";19656;1;0;"2013-02-08";94;25;4;9;6;8;32;3;2;1;3;7;0;0;0;0;0;0;0
5429;66;"Doutorado";"Casado";45579;0;1;"2013-08-20";10;145;1;33;2;1;1;1;4;1;4;6;0;0;0;0;0;0;0
9400;56;"Ensino Medio";"Solteiro";85485;0;0;"2014-06-21";73;630;26;611;44;18;54;1;6;6;6;2;0;0;0;0;0;0;0
1740;70;"Graduacao";"Casado";55956;0;0;"2014-04-07";22;760;38;104;50;9;38;2;7;3;4;4;0;0;0;0;1;0;0
7488;51;"Mestrado";"Solteiro";64191;0;1;"2013-01-22";30;420;15;186;151;38;15;3;5;3;13;3;0;0;0;0;0;0;0
195;42;"Graduacao";"Solteiro";38808;1;0;"2012-08-26";21;125;17;52;3;19;30;4;5;1;4;8;0;0;0;1;0;0;1
635;48;"Mestrado";"Casado";57183;1;1;"2013-03-19";51;464;5;64;7;0;70;8;9;1;7;8;0;0;0;0;0;0;0
7527;46;"Mestrado";"Divorciado";23748;1;0;"2012-11-21";97;6;6;29;12;15;8;3;2;1;3;8;0;0;0;0;0;0;0
10319;43;"Graduacao";"Casado";66303;0;1;"2013-02-26";56;1090;12;96;16;12;60;4;3;4;11;8;0;0;0;0;1;0;0
2296;39;"Mestrado";"Casado";37368;1;0;"2013-12-16";4;3;2;11;2;2;10;1;1;0;2;6;0;0;0;1;0;0;0
10637;50;"Graduacao";"Casado";40800;1;2;"2013-01-01";77;24;0;27;8;30;10;2;3;0;3;7;1;0;0;0;0;0;0
2931;36;"Graduacao";"Divorciado";71847;0;0;"2012-09-21";95;737;21;106;55;63;210;0;6;7;9;3;0;1;0;0;0;0;0
907;39;"Graduacao";"Casado";46149;0;1;"2013-11-29";36;254;6;71;4;0;27;5;5;1;7;5;0;0;0;0;0;0;0
3698;31;"Graduacao";"Casado";78687;0;0;"2012-08-09";13;817;185;687;145;55;241;1;4;6;8;2;0;0;0;0;0;1;1
9516;43;"Ensino Medio";"Divorciado";49118;0;0;"2012-08-18";90;620;54;239;99;98;119;2;9;7;10;7;0;0;1;0;1;0;1
679;57;"Doutorado";"Casado";37633;1;1;"2012-09-20";49;13;4;20;0;0;1;2;1;0;3;9;0;0;0;0;0;0;0
7384;63;"Mestrado";"Casado";39767;0;0;"2013-07-21";18;113;61;204;34;26;47;2;7;1;7;8;0;0;0;0;0;0;0
5043;63;"Ensino Basico";"Casado";26997;0;0;"2012-11-05";89;7;23;78;133;49;144;2;4;2;5;7;0;0;0;0;0;0;0
5267;44;"Graduacao";"Divorciado";33986;1;0;"2013-03-14";43;16;2;18;2;1;5;1;1;0;3;7;0;0;0;0;0;0;0
339;42;"Doutorado";"Casado";57091;0;1;"2012-11-23";82;462;0;24;6;0;4;2;9;2;5;7;0;0;0;0;1;0;1
2516;45;"Ensino Medio";"Casado";46831;1;1;"2013-06-08";84;22;2;10;6;4;34;2;1;2;2;4;0;0;0;0;0;0;0
9010;42;"Mestrado";"Casado";83151;0;0;"2013-02-10";80;968;147;842;137;42;210;1;5;7;10;2;0;1;0;1;0;1;1
378;43;"Graduacao";"Casado";52531;0;0;"2012-12-30";68;283;112;151;51;72;125;2;7;2;10;6;0;0;0;0;0;0;0
4808;58;"Graduacao";"Casado";15759;0;0;"2013-09-05";12;1;2;5;6;0;3;1;1;0;2;7;0;0;0;0;0;0;0
5068;43;"Graduacao";"Solteiro";22804;1;0;"2013-07-31";75;14;1;7;2;1;1;1;2;0;2;9;0;0;0;0;0;0;0
7628;41;"Ensino Medio";"Casado";43050;1;0;"2014-03-18";10;30;5;24;6;3;8;2;2;0;4;5;0;0;0;0;0;0;0
7128;37;"Doutorado";"Solteiro";42997;1;1;"2013-12-07";91;4;0;5;0;1;5;1;1;0;2;7;0;0;0;0;0;0;0
2811;51;"Doutorado";"Solteiro";48918;1;1;"2014-04-12";21;52;0;9;0;0;1;2;1;0;4;4;0;0;0;0;0;0;0
3551;60;"Mestrado";"Casado";60033;0;1;"2014-03-29";28;62;1;57;19;11;48;2;2;1;5;2;0;0;0;0;0;0;0
1663;36;"Doutorado";"Casado";34043;1;0;"2013-10-25";97;20;2;14;3;0;10;1;2;0;2;9;0;0;0;0;0;0;0
5543;48;"Graduacao";"Casado";57811;0;1;"2013-06-24";49;545;7;114;37;21;78;5;7;2;11;5;0;0;0;0;1;0;0
1577;68;"Graduacao";"Casado";78569;0;0;"2014-02-19";14;558;79;622;207;175;95;1;4;6;4;1;0;0;0;0;0;1;1
10641;36;"Graduacao";"Solteiro";7500;1;1;"2012-12-27";5;6;5;4;13;4;25;4;2;1;3;6;0;0;0;0;0;0;0
5336;43;"Mestrado";"Casado";157733;1;0;"2013-06-04";37;39;1;9;2;0;8;0;1;0;1;1;0;0;0;0;0;0;0
6024;61;"Graduacao";"Casado";94384;0;0;"2013-03-04";62;1111;24;790;160;45;172;0;5;8;5;2;0;1;0;0;1;1;1
1878;29;"Ensino Medio";"Casado";23148;0;0;"2014-02-18";83;4;6;8;6;3;10;1;2;0;3;7;0;0;0;0;0;0;0
3099;44;"Graduacao";"Divorciado";44267;1;1;"2013-02-25";48;183;5;65;3;5;49;5;5;2;4;9;0;0;0;0;0;0;0
6055;35;"Graduacao";"Casado";71626;0;0;"2012-11-01";94;546;72;376;94;145;72;1;5;5;8;3;0;0;0;0;1;0;0
5841;48;"Graduacao";"Casado";60894;0;1;"2013-06-28";61;606;7;155;10;0;54;5;10;3;8;7;0;0;0;0;0;0;0
3972;38;"Graduacao";"Casado";50200;1;1;"2013-04-03";70;266;6;51;8;6;64;6;7;1;5;8;0;0;0;0;0;0;0
4394;49;"Doutorado";"Casado";81051;0;0;"2014-05-23";43;1142;29;249;38;29;14;1;5;5;12;2;0;0;0;0;1;1;0
5758;32;"Graduacao";"Casado";65169;0;0;"2014-01-14";23;1074;0;69;0;0;46;1;10;4;13;6;0;1;1;1;0;1;1
6658;42;"Graduacao";"Casado";59868;0;1;"2013-07-22";37;771;51;154;54;10;154;7;11;2;12;6;0;0;0;0;0;0;0
4603;54;"Doutorado";"Casado";65695;0;1;"2014-01-31";50;371;32;189;0;58;6;2;5;4;10;4;0;0;0;0;0;0;0
8427;58;"Mestrado";"Solteiro";64857;0;0;"2012-11-23";78;556;14;717;210;0;43;1;7;5;10;4;0;0;0;0;0;0;0
10260;49;"Mestrado";"Casado";45143;0;1;"2013-08-26";74;202;5;74;11;5;14;3;6;1;5;7;0;0;0;0;0;0;0
7143;59;"Ensino Medio";"Casado";74805;0;1;"2013-11-06";14;209;162;209;41;162;37;5;4;7;10;2;0;0;0;0;0;0;0
8789;25;"Ensino Medio";"Casado";59060;1;0;"2014-01-11";77;35;40;111;36;40;12;3;3;1;7;4;0;0;0;0;0;0;0
6197;52;"Doutorado";"Solteiro";27238;1;1;"2013-04-20";39;37;0;17;0;0;3;3;3;0;3;9;0;0;0;0;0;0;0
4554;49;"Graduacao";"Casado";47009;0;1;"2013-10-01";89;171;45;73;59;10;90;4;3;2;8;4;0;0;0;0;0;0;0
